hotel_id,forecast_date,lead_time,booking_pickup_7d,rolling_demand_14d,cancellation_rate_28d,available_inventory,event_intensity,lag_occupancy_7d,lag_occupancy_28d,occupancy_rate
HOTEL-004,2024-05-10,61,32.373,0.7038,0.1279,27,0.293,0.7947,0.719,0.7256
HOTEL-007,2024-05-10,1,33.311,0.7765,0.0867,13,0.1207,0.6156,0.7293,0.7343
HOTEL-005,2024-05-11,86,25.245,0.7504,0.1799,26,0.1551,0.9774,0.5913,0.7587
HOTEL-008,2024-05-11,78,32.757,0.8004,0.1376,28,0.0991,0.6939,0.722,0.751
HOTEL-009,2024-05-12,63,20.015,0.6315,0.1796,14,0.0334,0.8577,0.6874,0.6382
HOTEL-006,2024-05-12,70,34.662,0.6515,0.15,11,0.2076,0.7826,0.6922,0.6973
HOTEL-007,2024-05-13,51,31.826,0.5631,0.1954,34,0.1878,0.7353,0.7188,0.6307
HOTEL-010,2024-05-13,56,28.203,0.73,0.164,10,0.3428,0.712,0.6969,0.7142
HOTEL-008,2024-05-14,10,36.57,0.6804,0.1406,29,0.2177,0.5776,0.6335,0.6955
HOTEL-011,2024-05-14,49,28.515,0.5848,0.1287,25,0.1119,0.5232,0.6315,0.6243
HOTEL-009,2024-05-15,62,40.67,0.7173,0.1426,17,0.1143,0.4236,0.8209,0.6848
HOTEL-012,2024-05-15,81,22.974,0.6553,0.1763,13,0.205,0.6675,0.6118,0.6341
HOTEL-010,2024-05-16,69,42.678,0.6736,0.2072,24,0.1256,0.7911,0.7099,0.7125
HOTEL-001,2024-05-16,30,24.409,0.7161,0.1179,15,0.1108,0.6766,0.7108,0.6928
HOTEL-011,2024-05-17,71,32.433,0.6858,0.2316,12,0.2642,0.5986,0.6423,0.6409
HOTEL-002,2024-05-17,4,39.26,0.6677,0.1585,5,0.2263,0.6547,0.7625,0.7133
HOTEL-012,2024-05-18,78,34.527,0.8097,0.2541,7,0.4044,0.8518,0.6122,0.833
HOTEL-003,2024-05-18,22,31.723,0.7598,0.1345,23,0.0335,0.8302,0.7609,0.802
HOTEL-001,2024-05-19,71,22.428,0.7391,0.15,34,0.093,0.7301,0.6126,0.688
HOTEL-004,2024-05-19,12,31.349,0.8099,0.1549,10,0.2621,0.8321,0.5932,0.8731
HOTEL-002,2024-05-20,13,32.735,0.7108,0.1411,8,0.2134,0.7106,0.6526,0.728
HOTEL-005,2024-05-20,46,34.555,0.6942,0.1238,22,0.1297,0.7304,0.6138,0.6241
HOTEL-006,2024-05-21,52,25.885,0.6171,0.1555,34,0.1518,0.7477,0.6246,0.6067
HOTEL-003,2024-05-21,20,31.578,0.5925,0.1413,18,0.1293,0.6559,0.6349,0.6315
HOTEL-007,2024-05-22,14,28.999,0.5024,0.0999,27,0.0322,0.7704,0.6107,0.558
HOTEL-004,2024-05-22,21,37.986,0.7062,0.1851,27,0.1697,0.6632,0.6649,0.7267
HOTEL-008,2024-05-23,47,38.061,0.7485,0.1928,21,0.31,0.5801,0.6822,0.6646
HOTEL-005,2024-05-23,58,28.801,0.6545,0.1879,30,0.1972,0.5676,0.6135,0.6344
HOTEL-009,2024-05-24,10,21.308,0.727,0.0684,20,0.1159,0.6787,0.6773,0.6093
HOTEL-006,2024-05-24,9,35.975,0.6605,0.0686,29,0.5072,0.645,0.6913,0.7303
HOTEL-010,2024-05-25,53,30.526,0.662,0.1891,17,0.1359,0.7636,0.6998,0.7229
HOTEL-007,2024-05-25,15,43.671,0.7238,0.1079,27,0.2824,0.6483,0.7273,0.821
HOTEL-011,2024-05-26,6,38.382,0.6854,0.1522,14,0.1912,0.674,0.6693,0.7678
HOTEL-008,2024-05-26,56,32.693,0.8812,0.1906,20,0.1393,0.8733,0.6811,0.8697
HOTEL-012,2024-05-27,70,26.176,0.7223,0.1347,33,0.1148,0.719,0.6663,0.6004
HOTEL-009,2024-05-27,74,27.249,0.6397,0.1661,36,0.1536,0.7137,0.6604,0.6055
HOTEL-010,2024-05-28,38,34.678,0.7007,0.1412,23,0.1493,0.8056,0.6678,0.7143
HOTEL-001,2024-05-28,70,24.813,0.5677,0.1484,31,0.135,0.6047,0.6709,0.6248
HOTEL-002,2024-05-29,10,28.701,0.5155,0.1464,24,0.306,0.6323,0.6821,0.6437
HOTEL-011,2024-05-29,74,25.214,0.5787,0.1383,31,0.2304,0.8907,0.5816,0.6412
HOTEL-003,2024-05-30,54,23.909,0.6084,0.1469,15,0.0326,0.7801,0.6394,0.6301
HOTEL-012,2024-05-30,29,35.676,0.5882,0.101,25,0.2739,0.6705,0.5571,0.666
HOTEL-004,2024-05-31,88,25.873,0.5462,0.2584,21,0.0872,0.6534,0.6021,0.5901
HOTEL-001,2024-05-31,9,48.966,0.5793,0.163,8,0.0113,0.5245,0.7009,0.6929
HOTEL-005,2024-06-01,45,41.263,0.672,0.1618,21,0.496,0.7308,0.6913,0.7881
HOTEL-002,2024-06-01,21,27.132,0.6189,0.1782,13,0.0179,0.6656,0.6954,0.7145
HOTEL-006,2024-06-02,75,20.376,0.6927,0.1551,24,0.1675,0.7388,0.7143,0.675
HOTEL-003,2024-06-02,46,30.524,0.7587,0.1584,18,0.1131,0.7464,0.7383,0.7941
HOTEL-007,2024-06-03,75,26.957,0.7081,0.1599,22,0.0634,0.7366,0.6349,0.6861
HOTEL-004,2024-06-03,34,38.68,0.763,0.1366,0,0.2317,0.5527,0.5999,0.7511
HOTEL-008,2024-06-04,51,39.963,0.7616,0.1562,21,0.4714,0.7239,0.7257,0.7788
HOTEL-005,2024-06-04,75,17.162,0.6263,0.1387,25,0.152,0.7368,0.6576,0.6363
HOTEL-009,2024-06-05,3,43.146,0.6571,0.1488,31,0.2878,0.5333,0.6498,0.7136
HOTEL-006,2024-06-05,22,21.23,0.4422,0.1545,18,0.1998,0.7303,0.6776,0.5606
HOTEL-007,2024-06-06,24,40.356,0.7207,0.0839,18,0.1959,0.5899,0.5806,0.7099
HOTEL-010,2024-06-06,84,24.069,0.4957,0.1916,39,0.0619,0.7838,0.6684,0.5744
HOTEL-011,2024-06-07,5,37.519,0.7125,0.1347,9,0.4539,0.7754,0.5352,0.7147
HOTEL-008,2024-06-07,0,37.534,0.6376,0.0975,6,0.0389,0.5505,0.6674,0.6872
HOTEL-009,2024-06-08,87,42.179,0.6894,0.2074,17,0.4038,0.7013,0.6682,0.7362
HOTEL-012,2024-06-08,43,43.835,0.7466,0.0718,18,0.0748,0.7618,0.558,0.7266
HOTEL-001,2024-06-09,23,33.013,0.7736,0.1781,17,0.1249,0.6583,0.5641,0.7144
HOTEL-010,2024-06-09,47,26.8,0.6966,0.1273,12,0.0409,0.6809,0.6835,0.7611
HOTEL-002,2024-06-10,60,40.778,0.7265,0.1547,22,0.2134,0.6764,0.5684,0.7559
HOTEL-011,2024-06-10,25,27.724,0.7124,0.1193,21,0.1364,0.5675,0.6177,0.6606
HOTEL-012,2024-06-11,13,38.599,0.582,0.0825,24,0.3813,0.5575,0.5719,0.6591
HOTEL-003,2024-06-11,46,40.07,0.7242,0.1536,8,0.461,0.6612,0.5944,0.7777
HOTEL-004,2024-06-12,84,23.008,0.6165,0.205,8,0.1904,0.6346,0.7348,0.5865
HOTEL-001,2024-06-12,86,27.8,0.5576,0.1322,31,0.1495,0.6768,0.5617,0.6173
HOTEL-005,2024-06-13,71,27.086,0.5831,0.1905,19,0.2158,0.7375,0.6493,0.6324
HOTEL-002,2024-06-13,44,26.235,0.7044,0.1855,28,0.1735,0.6043,0.6537,0.6276
HOTEL-003,2024-06-14,26,31.267,0.8028,0.1839,14,0.177,0.6578,0.6081,0.7106
HOTEL-006,2024-06-14,62,38.628,0.639,0.1132,30,0.2114,0.7543,0.6351,0.7017
HOTEL-007,2024-06-15,52,36.188,0.7254,0.2032,27,0.2002,0.65,0.5874,0.7186
HOTEL-004,2024-06-15,82,38.813,0.6758,0.1621,29,0.1773,0.6068,0.5542,0.712
HOTEL-005,2024-06-16,59,36.399,0.7072,0.1673,7,0.2724,0.8128,0.6072,0.8056
HOTEL-008,2024-06-16,50,28.111,0.712,0.1477,18,0.248,0.7464,0.6698,0.7548
HOTEL-009,2024-06-17,9,25.611,0.6511,0.1409,15,0.2422,0.5402,0.5843,0.5902
HOTEL-006,2024-06-17,59,31.72,0.6745,0.23,26,0.4179,0.7537,0.7184,0.6787
HOTEL-010,2024-06-18,88,21.474,0.5096,0.1441,37,0.4254,0.7103,0.5763,0.5527
HOTEL-007,2024-06-18,84,24.39,0.5792,0.1375,37,0.2947,0.6119,0.5774,0.6149
HOTEL-011,2024-06-19,58,23.87,0.7384,0.2375,14,0.1207,0.5672,0.6364,0.6404
HOTEL-008,2024-06-19,44,37.045,0.6126,0.1341,29,0.037,0.6568,0.5756,0.6422
HOTEL-012,2024-06-20,61,35.286,0.5985,0.1648,25,0.3645,0.4779,0.5316,0.6257
HOTEL-009,2024-06-20,76,17.263,0.6226,0.1744,8,0.7452,0.7687,0.6265,0.6769
HOTEL-001,2024-06-21,50,36.931,0.6436,0.1717,16,0.2036,0.6179,0.554,0.6383
HOTEL-010,2024-06-21,76,27.367,0.6405,0.2332,19,0.3612,0.5137,0.6235,0.6235
HOTEL-002,2024-06-22,20,34.34,0.6702,0.1643,21,0.3532,0.5881,0.7311,0.7262
HOTEL-011,2024-06-22,55,29.707,0.7198,0.1323,32,0.0326,0.6866,0.6586,0.6743
HOTEL-003,2024-06-23,86,45.519,0.8448,0.1609,16,0.3856,0.6416,0.5163,0.8234
HOTEL-012,2024-06-23,82,25.818,0.7688,0.1557,27,0.2126,0.8086,0.5592,0.7527
HOTEL-004,2024-06-24,67,32.502,0.6522,0.1576,18,0.4807,0.6024,0.5909,0.6342
HOTEL-001,2024-06-24,22,34.867,0.7218,0.1243,24,0.2416,0.696,0.562,0.7023
HOTEL-005,2024-06-25,67,37.861,0.6233,0.2068,28,0.2962,0.6891,0.6515,0.6431
HOTEL-002,2024-06-25,26,42.043,0.6624,0.1347,21,0.1028,0.6115,0.6022,0.6735
HOTEL-006,2024-06-26,28,20.02,0.5277,0.1067,19,0.1325,0.5742,0.6946,0.5949
HOTEL-003,2024-06-26,28,41.175,0.6999,0.1939,12,0.2454,0.6169,0.5705,0.6931
HOTEL-007,2024-06-27,19,33.001,0.6464,0.1033,15,0.3409,0.7949,0.68,0.7299
HOTEL-004,2024-06-27,18,29.679,0.6537,0.165,18,0.5083,0.6981,0.5632,0.6594
HOTEL-005,2024-06-28,23,29.415,0.621,0.1757,22,0.0555,0.6195,0.5266,0.6085
HOTEL-008,2024-06-28,19,33.22,0.5953,0.0786,19,0.3947,0.6344,0.6228,0.6907
HOTEL-006,2024-06-29,7,53.105,0.5784,0.1446,24,0.6595,0.815,0.6519,0.8024
HOTEL-009,2024-06-29,59,21.687,0.5547,0.1559,26,0.2438,0.7713,0.623,0.6206
HOTEL-007,2024-06-30,32,30.748,0.7803,0.146,8,0.1497,0.6127,0.5585,0.6998
HOTEL-010,2024-06-30,3,41.455,0.8852,0.1574,13,0.1898,0.5472,0.5194,0.8076
HOTEL-011,2024-07-01,5,41.594,0.6419,0.1068,25,0.2138,0.6315,0.6038,0.6569
HOTEL-008,2024-07-01,68,29.655,0.5656,0.1298,43,0.0308,0.7349,0.5462,0.5224
HOTEL-012,2024-07-02,35,17.306,0.6194,0.1475,29,0.1856,0.6579,0.6182,0.5914
HOTEL-009,2024-07-02,51,31.733,0.7259,0.2239,14,0.2548,0.6134,0.6202,0.6519
HOTEL-010,2024-07-03,10,36.61,0.7916,0.1227,23,0.3695,0.5649,0.6019,0.7371
HOTEL-001,2024-07-03,27,24.164,0.5588,0.1533,35,0.0517,0.6308,0.6419,0.5153
HOTEL-002,2024-07-04,38,34.483,0.6267,0.1099,7,0.2332,0.6102,0.5867,0.6555
HOTEL-011,2024-07-04,16,33.001,0.5223,0.1751,22,0.4467,0.4562,0.6058,0.5699
HOTEL-003,2024-07-05,5,38.059,0.5779,0.1205,43,0.0227,0.5757,0.6176,0.5831
HOTEL-012,2024-07-05,33,36.103,0.6552,0.1434,13,0.3936,0.6293,0.5669,0.7448
HOTEL-004,2024-07-06,44,33.22,0.785,0.1265,14,0.2869,0.6423,0.3638,0.7251
HOTEL-001,2024-07-06,21,32.169,0.736,0.1993,19,0.1183,0.7607,0.5285,0.7213
HOTEL-002,2024-07-07,40,35.681,0.8163,0.1322,10,0.2097,0.7957,0.6143,0.8282
HOTEL-005,2024-07-07,7,30.414,0.6194,0.1503,14,0.289,0.7411,0.4964,0.6966
HOTEL-006,2024-07-08,22,33.291,0.4497,0.081,42,0.186,0.6567,0.6544,0.5148
HOTEL-003,2024-07-08,4,28.244,0.7371,0.1748,13,0.2706,0.5011,0.6055,0.6766
HOTEL-004,2024-07-09,50,23.151,0.6597,0.1107,27,0.1521,0.7459,0.5576,0.6549
HOTEL-007,2024-07-09,39,44.275,0.6743,0.1765,30,0.4142,0.6179,0.5296,0.6915
HOTEL-005,2024-07-10,26,37.934,0.4951,0.1155,28,0.1341,0.5559,0.5558,0.5539
HOTEL-008,2024-07-10,34,36.476,0.5545,0.192,16,0.591,0.4683,0.484,0.6162
HOTEL-006,2024-07-11,62,30.584,0.5737,0.1621,3,0.2164,0.5773,0.6821,0.6373
HOTEL-009,2024-07-11,72,30.475,0.5594,0.1357,25,0.2143,0.5208,0.664,0.5918
HOTEL-007,2024-07-12,88,23.662,0.5509,0.1499,24,0.1256,0.4552,0.6412,0.5632
HOTEL-010,2024-07-12,27,33.937,0.7472,0.1823,10,0.0221,0.615,0.5195,0.6503
HOTEL-008,2024-07-13,89,33.998,0.6947,0.1882,19,0.1746,0.7173,0.6498,0.7219
HOTEL-011,2024-07-13,80,35.984,0.7456,0.1458,17,0.4654,0.685,0.5383,0.7846
HOTEL-009,2024-07-14,1,34.042,0.6421,0.0974,25,0.1096,0.6269,0.5825,0.6871
HOTEL-012,2024-07-14,0,32.987,0.6705,0.082,30,0.4542,0.4911,0.5521,0.7248
HOTEL-010,2024-07-15,24,29.63,0.4886,0.1603,48,0.2448,0.6411,0.5653,0.576
HOTEL-001,2024-07-15,33,31.85,0.6371,0.1174,23,0.0382,0.5536,0.6261,0.5917
HOTEL-011,2024-07-16,53,23.345,0.4295,0.138,27,0.2827,0.5088,0.5558,0.4822
HOTEL-002,2024-07-16,51,21.128,0.6318,0.1983,22,0.0933,0.5458,0.5197,0.5503
HOTEL-003,2024-07-17,55,40.324,0.6229,0.1326,39,0.1201,0.4575,0.4333,0.5621
HOTEL-012,2024-07-17,18,34.142,0.5036,0.1057,24,0.1073,0.5712,0.5549,0.5516
HOTEL-001,2024-07-18,64,47.925,0.6717,0.2155,25,0.3944,0.6108,0.6885,0.7178
HOTEL-004,2024-07-18,0,32.622,0.6377,0.112,14,0.6286,0.6297,0.5565,0.7261
HOTEL-002,2024-07-19,64,25.933,0.5277,0.1793,9,0.3306,0.6045,0.5136,0.5458
HOTEL-005,2024-07-19,14,29.6,0.5481,0.2055,21,0.2614,0.6462,0.5087,0.6085
HOTEL-006,2024-07-20,21,33.669,0.5328,0.174,31,0.0112,0.3706,0.5352,0.5287
HOTEL-003,2024-07-20,31,36.735,0.6679,0.149,30,0.0452,0.701,0.6151,0.7139
HOTEL-007,2024-07-21,80,29.408,0.6876,0.2265,19,0.2626,0.602,0.6332,0.6966
HOTEL-004,2024-07-21,50,23.049,0.5597,0.2044,13,0.4238,0.731,0.6431,0.6671
HOTEL-008,2024-07-22,13,25.522,0.5796,0.125,25,0.4031,0.6317,0.4605,0.6591
HOTEL-005,2024-07-22,55,8.462,0.5458,0.2176,19,0.1103,0.5322,0.5445,0.4762
HOTEL-009,2024-07-23,22,13.955,0.6415,0.1779,16,0.0615,0.5839,0.5738,0.5593
HOTEL-006,2024-07-23,77,21.169,0.5246,0.158,27,0.0623,0.5701,0.5826,0.4687
HOTEL-010,2024-07-24,14,28.316,0.5036,0.0949,31,0.0731,0.505,0.5428,0.5211
HOTEL-007,2024-07-24,41,33.014,0.463,0.124,41,0.169,0.4822,0.5208,0.4804
HOTEL-011,2024-07-25,76,26.8,0.5148,0.1941,40,0.4135,0.5441,0.6079,0.5455
HOTEL-008,2024-07-25,8,27.467,0.4045,0.11,35,0.0984,0.4329,0.5705,0.472
HOTEL-012,2024-07-26,63,25.592,0.5408,0.111,22,0.0705,0.4661,0.5714,0.4938
HOTEL-009,2024-07-26,26,26.1,0.5964,0.1807,20,0.1211,0.5899,0.6424,0.588
HOTEL-001,2024-07-27,13,25.57,0.5388,0.0974,38,0.087,0.6751,0.5433,0.6336
HOTEL-010,2024-07-27,79,17.117,0.6334,0.2005,22,0.104,0.6029,0.5759,0.5938
HOTEL-002,2024-07-28,25,30.983,0.6113,0.1451,16,0.0712,0.5827,0.6199,0.6677
HOTEL-011,2024-07-28,25,38.613,0.7094,0.1404,24,0.631,0.6307,0.6366,0.7716
HOTEL-003,2024-07-29,59,28.177,0.6212,0.1137,2,0.4983,0.6425,0.5553,0.6752
HOTEL-012,2024-07-29,34,24.813,0.5693,0.135,20,0.099,0.4971,0.5269,0.5584
HOTEL-004,2024-07-30,57,33.759,0.6524,0.1766,19,0.0033,0.4309,0.5545,0.5611
HOTEL-001,2024-07-30,1,37.056,0.5983,0.1453,21,0.2402,0.5262,0.5438,0.6169
HOTEL-005,2024-07-31,31,31.649,0.6279,0.1024,27,0.0799,0.5132,0.4375,0.585
HOTEL-002,2024-07-31,79,16.248,0.41,0.204,25,0.0619,0.5578,0.4722,0.4019
HOTEL-006,2024-08-01,28,19.277,0.4918,0.2134,16,0.1328,0.5941,0.527,0.5153
HOTEL-003,2024-08-01,58,31.044,0.7183,0.0659,12,0.2892,0.4035,0.6463,0.6557
HOTEL-007,2024-08-02,41,28.144,0.546,0.1249,5,0.1169,0.5851,0.6528,0.6087
HOTEL-004,2024-08-02,77,33.055,0.4472,0.1163,24,0.1349,0.5328,0.5575,0.5286
HOTEL-008,2024-08-03,2,22.369,0.6592,0.1103,28,0.3308,0.7031,0.6103,0.709
HOTEL-005,2024-08-03,41,40.82,0.6774,0.1107,34,0.2521,0.5934,0.4215,0.6903
HOTEL-009,2024-08-04,24,24.242,0.5275,0.1565,21,0.1483,0.6086,0.5501,0.6262
HOTEL-006,2024-08-04,36,35.086,0.581,0.1338,18,0.2052,0.5261,0.5057,0.6955
HOTEL-010,2024-08-05,56,33.797,0.5454,0.1945,28,0.0639,0.6506,0.54,0.5887
HOTEL-007,2024-08-05,84,21.548,0.6231,0.2205,25,0.0667,0.5139,0.5695,0.5107
HOTEL-008,2024-08-06,2,28.865,0.624,0.1607,12,0.0814,0.3868,0.5169,0.5876
HOTEL-011,2024-08-06,16,22.696,0.6292,0.1204,28,0.4265,0.5864,0.4557,0.5793
HOTEL-012,2024-08-07,63,30.751,0.5746,0.2652,26,0.4984,0.732,0.5781,0.6041
HOTEL-009,2024-08-07,70,38.073,0.5816,0.1927,31,0.3185,0.5116,0.4359,0.565
HOTEL-001,2024-08-08,77,19.962,0.5512,0.2066,19,0.0213,0.5893,0.4666,0.5465
HOTEL-010,2024-08-08,47,29.035,0.5332,0.1422,27,0.0368,0.6548,0.5479,0.5543
HOTEL-002,2024-08-09,84,21.007,0.4787,0.1437,34,0.1738,0.6523,0.5198,0.5387
HOTEL-011,2024-08-09,30,38.348,0.4585,0.2017,34,0.3838,0.5739,0.4876,0.5522
HOTEL-003,2024-08-10,9,35.602,0.7444,0.1417,32,0.2055,0.5627,0.4371,0.6686
HOTEL-012,2024-08-10,23,36.893,0.7236,0.0872,36,0.1661,0.753,0.5103,0.741
HOTEL-004,2024-08-11,87,23.798,0.6927,0.181,19,0.1759,0.6645,0.59,0.644
HOTEL-001,2024-08-11,75,19.575,0.6724,0.1714,34,0.0992,0.5029,0.605,0.5808
HOTEL-005,2024-08-12,72,21.423,0.4849,0.2226,17,0.0966,0.3573,0.437,0.4402
HOTEL-002,2024-08-12,80,16.621,0.4815,0.1884,29,0.077,0.4802,0.5547,0.4988
HOTEL-006,2024-08-13,44,22.093,0.4832,0.1214,32,0.023,0.5424,0.503,0.5228
HOTEL-003,2024-08-13,75,23.206,0.5682,0.196,33,0.2681,0.6126,0.5012,0.5217
HOTEL-004,2024-08-14,85,21.129,0.542,0.181,24,0.2766,0.531,0.4426,0.5176
HOTEL-007,2024-08-14,67,20.248,0.5253,0.1837,42,0.2495,0.5416,0.5414,0.4447
HOTEL-005,2024-08-15,78,17.094,0.3733,0.0851,21,0.1631,0.5474,0.5759,0.4589
HOTEL-008,2024-08-15,26,27.699,0.4349,0.0999,16,0.2233,0.6191,0.4991,0.6001
HOTEL-009,2024-08-16,88,24.469,0.639,0.1526,17,0.2128,0.3099,0.4797,0.5416
HOTEL-006,2024-08-16,66,25.021,0.4908,0.2146,40,0.331,0.5253,0.525,0.4774
HOTEL-010,2024-08-17,38,43.297,0.7488,0.0988,14,0.5659,0.6513,0.4871,0.8317
HOTEL-007,2024-08-17,3,48.458,0.6955,0.1652,18,0.3373,0.3797,0.3189,0.6756
HOTEL-011,2024-08-18,16,26.71,0.5954,0.1542,30,0.2031,0.6572,0.4417,0.6176
HOTEL-008,2024-08-18,49,37.496,0.5902,0.109,24,0.1969,0.7704,0.53,0.6998
HOTEL-012,2024-08-19,39,21.633,0.4038,0.1772,20,0.1565,0.6032,0.5064,0.4277
HOTEL-009,2024-08-19,88,15.415,0.5006,0.1768,33,0.2479,0.5115,0.5694,0.4512
HOTEL-001,2024-08-20,64,39.556,0.6807,0.2119,20,0.4828,0.4556,0.5533,0.6466
HOTEL-010,2024-08-20,86,21.589,0.4735,0.1723,28,0.1147,0.5001,0.5463,0.4487
HOTEL-002,2024-08-21,78,29.69,0.5223,0.1518,17,0.2925,0.403,0.5113,0.5208
HOTEL-011,2024-08-21,31,20.327,0.455,0.1449,20,0.2728,0.5925,0.4917,0.4845
HOTEL-003,2024-08-22,60,30.556,0.5651,0.1731,14,0.3992,0.5001,0.5046,0.6021
HOTEL-012,2024-08-22,38,24.096,0.4226,0.148,50,0.0846,0.449,0.5415,0.4485
HOTEL-004,2024-08-23,61,24.823,0.5001,0.1185,27,0.3471,0.4093,0.4688,0.4632
HOTEL-001,2024-08-23,48,31.867,0.4663,0.108,18,0.0489,0.4957,0.4696,0.5214
HOTEL-005,2024-08-24,43,36.266,0.6382,0.0954,33,0.0626,0.602,0.5297,0.6629
HOTEL-002,2024-08-24,75,34.668,0.625,0.1234,21,0.4721,0.565,0.448,0.6876
HOTEL-006,2024-08-25,57,34.287,0.5847,0.2273,20,0.2781,0.6783,0.5359,0.7225
HOTEL-003,2024-08-25,53,30.719,0.4712,0.1375,26,0.5066,0.5749,0.4424,0.6394
HOTEL-007,2024-08-26,60,9.155,0.4875,0.1641,17,0.0702,0.5749,0.489,0.4548
HOTEL-004,2024-08-26,80,25.636,0.5833,0.2007,22,0.3571,0.6478,0.6021,0.5892
HOTEL-008,2024-08-27,25,32.742,0.6043,0.1911,12,0.0467,0.4041,0.4423,0.5698
HOTEL-005,2024-08-27,24,41.193,0.6121,0.1473,12,0.302,0.4922,0.5172,0.7145
HOTEL-009,2024-08-28,20,33.969,0.5705,0.124,27,0.2995,0.4171,0.5707,0.6452
HOTEL-006,2024-08-28,64,24.929,0.3717,0.1844,47,0.2369,0.4857,0.5754,0.3947
HOTEL-010,2024-08-29,73,28.869,0.4517,0.187,11,0.321,0.6183,0.5268,0.5366
HOTEL-007,2024-08-29,31,26.086,0.5793,0.1185,17,0.4984,0.5399,0.4209,0.6106
HOTEL-011,2024-08-30,57,21.081,0.5276,0.1469,20,0.4528,0.5496,0.5815,0.583
HOTEL-008,2024-08-30,40,16.918,0.4932,0.1645,21,0.1127,0.4818,0.4239,0.4526
HOTEL-009,2024-08-31,20,24.674,0.4657,0.1128,26,0.1197,0.5489,0.475,0.5624
HOTEL-012,2024-08-31,3,29.145,0.5303,0.1195,32,0.256,0.5816,0.5676,0.5994
HOTEL-010,2024-09-01,6,37.184,0.6478,0.1032,23,0.0821,0.5821,0.492,0.7252
HOTEL-001,2024-09-01,76,29.189,0.6148,0.1947,18,0.1122,0.6396,0.5349,0.6361
HOTEL-011,2024-09-02,80,17.997,0.4876,0.1599,30,0.4238,0.638,0.4883,0.499
HOTEL-002,2024-09-02,88,18.747,0.5102,0.2784,29,0.3592,0.522,0.5379,0.5189
HOTEL-012,2024-09-03,15,34.059,0.4778,0.1354,32,0.3488,0.3305,0.6038,0.541
HOTEL-003,2024-09-03,78,33.475,0.5211,0.1204,27,0.2597,0.6053,0.4315,0.6025
HOTEL-001,2024-09-04,8,43.498,0.675,0.1055,21,0.2043,0.5738,0.3734,0.7006
HOTEL-004,2024-09-04,85,23.256,0.6211,0.1724,26,0.0686,0.4217,0.5505,0.4936
HOTEL-002,2024-09-05,19,26.116,0.3302,0.1303,36,0.1081,0.536,0.537,0.4758
HOTEL-005,2024-09-05,59,35.989,0.4989,0.2475,33,0.1024,0.5867,0.3623,0.5482
HOTEL-003,2024-09-06,60,29.831,0.5023,0.205,27,0.0867,0.4733,0.4253,0.5162
HOTEL-006,2024-09-06,4,32.504,0.5259,0.1264,27,0.3057,0.3989,0.5146,0.5659
HOTEL-004,2024-09-07,48,33.925,0.5162,0.0946,20,0.4024,0.6362,0.4767,0.6699
HOTEL-007,2024-09-07,79,35.932,0.6539,0.1904,14,0.3852,0.5901,0.4369,0.6709
HOTEL-005,2024-09-08,32,32.052,0.6274,0.1785,19,0.3905,0.6676,0.3987,0.6959
HOTEL-008,2024-09-08,86,39.402,0.6845,0.1658,8,0.3909,0.6214,0.4031,0.7378
HOTEL-009,2024-09-09,54,21.018,0.4169,0.1858,28,0.1244,0.586,0.4459,0.4941
HOTEL-006,2024-09-09,59,24.278,0.5004,0.109,29,0.1965,0.5769,0.5477,0.5055
HOTEL-007,2024-09-10,18,23.53,0.5139,0.1189,21,0.1076,0.5251,0.4736,0.5157
HOTEL-010,2024-09-10,36,25.222,0.5319,0.1757,24,0.0366,0.639,0.464,0.5369
HOTEL-008,2024-09-11,41,44.915,0.4327,0.1292,33,0.2029,0.4682,0.6268,0.5289
HOTEL-011,2024-09-11,59,27.359,0.4993,0.2114,22,0.4406,0.5246,0.4642,0.5348
HOTEL-012,2024-09-12,84,31.329,0.549,0.1232,36,0.1459,0.5526,0.455,0.5934
HOTEL-009,2024-09-12,87,21.47,0.5579,0.1961,29,0.2409,0.6244,0.5097,0.5645
HOTEL-001,2024-09-13,49,26.073,0.4288,0.1206,35,0.2362,0.4899,0.5572,0.4741
HOTEL-010,2024-09-13,83,20.67,0.3927,0.1749,28,0.1521,0.5152,0.4833,0.4477
HOTEL-002,2024-09-14,9,43.361,0.5654,0.1592,31,0.1981,0.5572,0.5786,0.6472
HOTEL-011,2024-09-14,1,28.591,0.5537,0.1087,38,0.1484,0.7077,0.466,0.6622
HOTEL-003,2024-09-15,13,26.785,0.4681,0.1704,18,0.0349,0.5987,0.4543,0.5704
HOTEL-012,2024-09-15,30,30.043,0.5337,0.1498,31,0.2063,0.5487,0.4942,0.583
HOTEL-004,2024-09-16,85,15.898,0.4199,0.1442,24,0.0665,0.4544,0.4288,0.4313
HOTEL-001,2024-09-16,81,20.046,0.4504,0.2206,26,0.3591,0.5747,0.4153,0.4544
HOTEL-005,2024-09-17,87,14.48,0.4778,0.1799,35,0.1136,0.5522,0.501,0.4433
HOTEL-002,2024-09-17,83,26.097,0.4312,0.2232,23,0.2525,0.4988,0.4415,0.4753
HOTEL-003,2024-09-18,11,22.51,0.45,0.1247,35,0.1344,0.3742,0.3787,0.4399
HOTEL-006,2024-09-18,71,27.863,0.4183,0.187,36,0.495,0.2877,0.5883,0.4565
HOTEL-007,2024-09-19,51,20.591,0.4456,0.2243,34,0.0073,0.406,0.5111,0.4119
